Entity,Code,Year,Fossil fuels (TWh)
Africa,,1965,675.2018
Africa,,1966,704.2703
Africa,,1967,710.05896
Africa,,1968,744.59576
Africa,,1969,757.31635
Africa,,1970,811.33246
Africa,,1971,875.72296
Africa,,1972,919.6111
Africa,,1973,998.26605
Africa,,1974,1039.9032
Africa,,1975,1102.3899
Africa,,1976,1194.6407
Africa,,1977,1255.1279
Africa,,1978,1307.5515
Africa,,1979,1427.2644
Africa,,1980,1548.6256
Africa,,1981,1749.7827
Africa,,1982,1874.4413
Africa,,1983,1949.2256
Africa,,1984,2004.8369
Africa,,1985,2073.3328
Africa,,1986,2103.0835
Africa,,1987,2190.2642
Africa,,1988,2330.3965
Africa,,1989,2324.6475
Africa,,1990,2412.2827
Africa,,1991,2397.3079
Africa,,1992,2444.3047
Africa,,1993,2460.5305
Africa,,1994,2540.5586
Africa,,1995,2639.934
Africa,,1996,2702.982
Africa,,1997,2757.5205
Africa,,1998,2791.7622
Africa,,1999,2874.9756
Africa,,2000,2928.9307
Africa,,2001,3034.0635
Africa,,2002,3062.4097
Africa,,2003,3230.3018
Africa,,2004,3474.1929
Africa,,2005,3488.3853
Africa,,2006,3554.694
Africa,,2007,3692.9424
Africa,,2008,3923.3496
Africa,,2009,3989.2642
Africa,,2010,4100.6313
Africa,,2011,4132.3066
Africa,,2012,4312.962
Africa,,2013,4424.736
Africa,,2014,4532.374
Africa,,2015,4633.663
Africa,,2016,4763.673
Africa,,2017,4913.7417
Africa,,2018,5022.5723
Africa,,2019,5107.9062
Africa,,2020,4792.29
Africa,,2021,5206.4487
Africa,,2022,5253.3193
Africa,,2023,5205.247
Africa (EI),,1965,675.2018
Africa (EI),,1966,704.2703
Africa (EI),,1967,710.05896
Africa (EI),,1968,744.5957
Africa (EI),,1969,757.31635
Africa (EI),,1970,811.33246
Africa (EI),,1971,875.7229
Africa (EI),,1972,919.6111
Africa (EI),,1973,998.2662
Africa (EI),,1974,1039.9032
Africa (EI),,1975,1102.39
Africa (EI),,1976,1194.6409
Africa (EI),,1977,1255.1277
Africa (EI),,1978,1307.5515
Africa (EI),,1979,1427.2644
Africa (EI),,1980,1548.6256
Africa (EI),,1981,1749.7826
Africa (EI),,1982,1874.4413
Africa (EI),,1983,1949.2256
Africa (EI),,1984,2004.8369
Africa (EI),,1985,2073.3328
Africa (EI),,1986,2103.0835
Africa (EI),,1987,2190.2642
Africa (EI),,1988,2330.3965
Africa (EI),,1989,2324.6475
Africa (EI),,1990,2412.2827
Africa (EI),,1991,2397.3079
Africa (EI),,1992,2444.3047
Africa (EI),,1993,2460.5305
Africa (EI),,1994,2540.5586
Africa (EI),,1995,2639.934
Africa (EI),,1996,2702.982
Africa (EI),,1997,2757.5205
Africa (EI),,1998,2791.762
Africa (EI),,1999,2874.9756
Africa (EI),,2000,2928.9307
Africa (EI),,2001,3034.0635
Africa (EI),,2002,3062.4097
Africa (EI),,2003,3230.302
Africa (EI),,2004,3474.193
Africa (EI),,2005,3488.3853
Africa (EI),,2006,3554.6943
Africa (EI),,2007,3692.9424
Africa (EI),,2008,3923.3496
Africa (EI),,2009,3989.2642
Africa (EI),,2010,4100.632
Africa (EI),,2011,4132.3066
Africa (EI),,2012,4312.962
Africa (EI),,2013,4424.736
Africa (EI),,2014,4532.374
Africa (EI),,2015,4633.663
Africa (EI),,2016,4763.6733
Africa (EI),,2017,4913.7417
Africa (EI),,2018,5022.5723
Africa (EI),,2019,5107.9062
Africa (EI),,2020,4792.29
Africa (EI),,2021,5206.449
Africa (EI),,2022,5253.3193
Africa (EI),,2023,5205.247
Algeria,DZA,1965,23.64985
Algeria,DZA,1966,28.782795
Algeria,DZA,1967,27.035038
Algeria,DZA,1968,28.680202
Algeria,DZA,1969,32.471718
Algeria,DZA,1970,35.043846
Algeria,DZA,1971,38.75704
Algeria,DZA,1972,43.18414
Algeria,DZA,1973,51.027023
Algeria,DZA,1974,57.43931
Algeria,DZA,1975,69.39979
Algeria,DZA,1976,80.95184
Algeria,DZA,1977,89.417175
Algeria,DZA,1978,112.62222
Algeria,DZA,1979,147.67972
Algeria,DZA,1980,176.383
Algeria,DZA,1981,214.10391
Algeria,DZA,1982,246.69571
Algeria,DZA,1983,270.27176
Algeria,DZA,1984,258.85962
Algeria,DZA,1985,260.38635
Algeria,DZA,1986,276.75128
Algeria,DZA,1987,283.69257
Algeria,DZA,1988,304.88068
Algeria,DZA,1989,296.4
Algeria,DZA,1990,314.57452
Algeria,DZA,1991,311.22867
Algeria,DZA,1992,319.63843
Algeria,DZA,1993,296.95114
Algeria,DZA,1994,301.43024
Algeria,DZA,1995,312.57413
Algeria,DZA,1996,309.5255
Algeria,DZA,1997,297.638
Algeria,DZA,1998,307.71323
Algeria,DZA,1999,310.83392
Algeria,DZA,2000,299.78595
Algeria,DZA,2001,310.61023
Algeria,DZA,2002,321.78415
Algeria,DZA,2003,336.15356
Algeria,DZA,2004,349.0545
Algeria,DZA,2005,364.68146
Algeria,DZA,2006,378.6009
Algeria,DZA,2007,399.00073
Algeria,DZA,2008,422.76166
Algeria,DZA,2009,447.9042
Algeria,DZA,2010,438.48944
Algeria,DZA,2011,463.3955
Algeria,DZA,2012,506.53198
Algeria,DZA,2013,536.629
Algeria,DZA,2014,584.9252
Algeria,DZA,2015,616.9203
Algeria,DZA,2016,616.0962
Algeria,DZA,2017,622.2538
Algeria,DZA,2018,667.6884
Algeria,DZA,2019,692.3007
Algeria,DZA,2020,646.94934
Algeria,DZA,2021,705.838
Algeria,DZA,2022,732.41565
Algeria,DZA,2023,703.0966
Argentina,ARG,1965,324.90497
Argentina,ARG,1966,335.50534
Argentina,ARG,1967,345.27478
Argentina,ARG,1968,356.41583
Argentina,ARG,1969,368.9387
Argentina,ARG,1970,348.70258
Argentina,ARG,1971,369.98138
Argentina,ARG,1972,374.7619
Argentina,ARG,1973,387.40292
Argentina,ARG,1974,394.37433
Argentina,ARG,1975,379.86398
Argentina,ARG,1976,400.39224
Argentina,ARG,1977,419.55673
Argentina,ARG,1978,410.7987
Argentina,ARG,1979,435.20178
Argentina,ARG,1980,420.29193
Argentina,ARG,1981,406.2725
Argentina,ARG,1982,408.81967
Argentina,ARG,1983,421.1438
Argentina,ARG,1984,415.02942
Argentina,ARG,1985,403.8037
Argentina,ARG,1986,430.09756
Argentina,ARG,1987,448.3592
Argentina,ARG,1988,478.7723
Argentina,ARG,1989,467.80923
Argentina,ARG,1990,439.55945
Argentina,ARG,1991,451.99594
Argentina,ARG,1992,482.13098
Argentina,ARG,1993,485.26276
Argentina,ARG,1994,504.39178
Argentina,ARG,1995,529.43555
Argentina,ARG,1996,568.77454
Argentina,ARG,1997,558.97894
Argentina,ARG,1998,588.23254
Argentina,ARG,1999,611.69336
Argentina,ARG,2000,595.41785
Argentina,ARG,2001,553.8556
Argentina,ARG,2002,531.8307
Argentina,ARG,2003,579.38666
Argentina,ARG,2004,632.2975
Argentina,ARG,2005,670.5161
Argentina,ARG,2006,697.75385
Argentina,ARG,2007,754.09106
Argentina,ARG,2008,765.599
Argentina,ARG,2009,730.0044
Argentina,ARG,2010,761.782
Argentina,ARG,2011,792.92834
Argentina,ARG,2012,830.8227
Argentina,ARG,2013,857.796
Argentina,ARG,2014,857.35706
Argentina,ARG,2015,870.1498
Argentina,ARG,2016,870.1937
Argentina,ARG,2017,867.003
Argentina,ARG,2018,855.35614
Argentina,ARG,2019,795.54553
Argentina,ARG,2020,737.5228
Argentina,ARG,2021,824.28394
Argentina,ARG,2022,885.2258
Argentina,ARG,2023,853.59296
Asia,,1965,4948.0674
Asia,,1966,5443.6274
Asia,,1967,5708.204
Asia,,1968,6120.083
Asia,,1969,7068.554
Asia,,1970,8107.4604
Asia,,1971,8824.506
Asia,,1972,9478.627
Asia,,1973,10306.196
Asia,,1974,10396.168
Asia,,1975,10875.582
Asia,,1976,11518.939
Asia,,1977,12292.05
Asia,,1978,12989.639
Asia,,1979,13574.057
Asia,,1980,13476.989
Asia,,1981,13608.703
Asia,,1982,13905.928
Asia,,1983,14671.704
Asia,,1984,15644.347
Asia,,1985,18350.756
Asia,,1986,19127.303
Asia,,1987,20263.871
Asia,,1988,21650.354
Asia,,1989,22680.932
Asia,,1990,23486.611
Asia,,1991,24464.652
Asia,,1992,25625.89
Asia,,1993,26566.8
Asia,,1994,27997.145
Asia,,1995,29011.318
Asia,,1996,30362.8
Asia,,1997,31253.16
Asia,,1998,31163.203
Asia,,1999,32263.5
Asia,,2000,33631.03
Asia,,2001,34746.152
Asia,,2002,36525.598
Asia,,2003,39748.08
Asia,,2004,43418.66
Asia,,2005,46903.18
Asia,,2006,49548.7
Asia,,2007,52738.93
Asia,,2008,54270.5
Asia,,2009,55510.65
Asia,,2010,58837.96
Asia,,2011,62228.543
Asia,,2012,64400.42
Asia,,2013,65723.4
Asia,,2014,67087.69
Asia,,2015,67962.94
Asia,,2016,68453.74
Asia,,2017,70791.96
Asia,,2018,72870.516
Asia,,2019,74285.66
Asia,,2020,73325.14
Asia,,2021,76589.516
Asia,,2022,77961.62
Asia,,2023,81054.9
Asia Pacific (EI),,1965,4785.399
Asia Pacific (EI),,1966,5271.5024
Asia Pacific (EI),,1967,5528.0176
Asia Pacific (EI),,1968,5919.686
Asia Pacific (EI),,1969,6841.87
Asia Pacific (EI),,1970,7878.1772
Asia Pacific (EI),,1971,8549.913
Asia Pacific (EI),,1972,9162.794
Asia Pacific (EI),,1973,9924.488
Asia Pacific (EI),,1974,9994.113
Asia Pacific (EI),,1975,10471.255
Asia Pacific (EI),,1976,11008.549
Asia Pacific (EI),,1977,11655.066
Asia Pacific (EI),,1978,12290.266
Asia Pacific (EI),,1979,12700.021
Asia Pacific (EI),,1980,12650.634
Asia Pacific (EI),,1981,12668.878
Asia Pacific (EI),,1982,12783.539
Asia Pacific (EI),,1983,13349.992
Asia Pacific (EI),,1984,14094.096
Asia Pacific (EI),,1985,14762.467
Asia Pacific (EI),,1986,15350.579
Asia Pacific (EI),,1987,16300.772
Asia Pacific (EI),,1988,17516.346
Asia Pacific (EI),,1989,18408.033
Asia Pacific (EI),,1990,19081.734
Asia Pacific (EI),,1991,20022.99
Asia Pacific (EI),,1992,21041.305
Asia Pacific (EI),,1993,22074.62
Asia Pacific (EI),,1994,23302.059
Asia Pacific (EI),,1995,24283.572
Asia Pacific (EI),,1996,25531.195
Asia Pacific (EI),,1997,26306.158
Asia Pacific (EI),,1998,26119.059
Asia Pacific (EI),,1999,27173.854
Asia Pacific (EI),,2000,28270.184
Asia Pacific (EI),,2001,29149.562
Asia Pacific (EI),,2002,30644.844
Asia Pacific (EI),,2003,33595.4
Asia Pacific (EI),,2004,36735.062
Asia Pacific (EI),,2005,39800.53
Asia Pacific (EI),,2006,42080.395
Asia Pacific (EI),,2007,44840.242
Asia Pacific (EI),,2008,45816.168
Asia Pacific (EI),,2009,46917.484
Asia Pacific (EI),,2010,49660.582
Asia Pacific (EI),,2011,52524.67
Asia Pacific (EI),,2012,54226.91
Asia Pacific (EI),,2013,55352.625
Asia Pacific (EI),,2014,56235.008
Asia Pacific (EI),,2015,56904.53
Asia Pacific (EI),,2016,56924.04
Asia Pacific (EI),,2017,58964.07
Asia Pacific (EI),,2018,60925.453
Asia Pacific (EI),,2019,62364.453
Asia Pacific (EI),,2020,61419.18
Asia Pacific (EI),,2021,64151.812
Asia Pacific (EI),,2022,65039.266
Asia Pacific (EI),,2023,67908.49
Australia,AUS,1965,402.0766
Australia,AUS,1966,423.4757
Australia,AUS,1967,449.67706
Australia,AUS,1968,477.284
Australia,AUS,1969,495.8524
Australia,AUS,1970,539.1938
Australia,AUS,1971,563.9407
Australia,AUS,1972,591.03815
Australia,AUS,1973,631.9478
Australia,AUS,1974,669.50653
Australia,AUS,1975,678.3161
Australia,AUS,1976,705.69037
Australia,AUS,1977,744.5497
Australia,AUS,1978,766.5331
Australia,AUS,1979,797.8316
Australia,AUS,1980,803.1974
Australia,AUS,1981,815.5016
Australia,AUS,1982,810.5105
Australia,AUS,1983,804.34625
Australia,AUS,1984,831.1343
Australia,AUS,1985,853.6156
Australia,AUS,1986,869.4687
Australia,AUS,1987,895.7819
Australia,AUS,1988,936.59393
Australia,AUS,1989,984.9792
Australia,AUS,1990,1005.01117
Australia,AUS,1991,995.3396
Australia,AUS,1992,1011.1069
Australia,AUS,1993,1033.7987
Australia,AUS,1994,1075.5049
Australia,AUS,1995,1105.3599
Australia,AUS,1996,1137.8003
Australia,AUS,1997,1166.8212
Australia,AUS,1998,1196.0067
Australia,AUS,1999,1245.3375
Australia,AUS,2000,1253.1943
Australia,AUS,2001,1264.4697
Australia,AUS,2002,1288.9951
Australia,AUS,2003,1306.2241
Australia,AUS,2004,1347.7528
Australia,AUS,2005,1349.514
Australia,AUS,2006,1408.5713
Australia,AUS,2007,1446.2709
Australia,AUS,2008,1475.3569
Australia,AUS,2009,1450.3665
Australia,AUS,2010,1443.7653
Australia,AUS,2011,1469.9421
Australia,AUS,2012,1448.736
Australia,AUS,2013,1454.2837
Australia,AUS,2014,1472.9941
Australia,AUS,2015,1500.6578
Australia,AUS,2016,1491.0481
Australia,AUS,2017,1493.6255
Australia,AUS,2018,1490.4246
Australia,AUS,2019,1530.7457
Australia,AUS,2020,1413.1682
Australia,AUS,2021,1383.7039
Australia,AUS,2022,1429.8296
Australia,AUS,2023,1421.8799
Austria,AUT,1965,141.94102
Austria,AUT,1966,147.07748
Austria,AUT,1967,148.03069
Austria,AUT,1968,160.46872
Austria,AUT,1969,172.49155
Austria,AUT,1970,191.19582
Austria,AUT,1971,203.34729
Austria,AUT,1972,210.70651
Austria,AUT,1973,224.70874
Austria,AUT,1974,215.80243
Austria,AUT,1975,210.70143
Austria,AUT,1976,230.08144
Austria,AUT,1977,217.90715
Austria,AUT,1978,230.44014
Austria,AUT,1979,239.13522
Austria,AUT,1980,234.79614
Austria,AUT,1981,220.305
Austria,AUT,1982,209.96161
Austria,AUT,1983,209.99268
Austria,AUT,1984,218.07474
Austria,AUT,1985,221.79253
Austria,AUT,1986,220.94206
Austria,AUT,1987,226.48557
Austria,AUT,1988,221.39604
Austria,AUT,1989,223.70924
Austria,AUT,1990,237.00522
Austria,AUT,1991,252.50922
Austria,AUT,1992,237.50278
Austria,AUT,1993,239.55742
Austria,AUT,1994,239.9541
Austria,AUT,1995,252.11954
Austria,AUT,1996,269.42825
Austria,AUT,1997,268.27747
Austria,AUT,1998,273.3342
Austria,AUT,1999,267.20245
Austria,AUT,2000,266.3776
Austria,AUT,2001,281.89987
Austria,AUT,2002,283.94098
Austria,AUT,2003,304.8075
Austria,AUT,2004,307.2326
Austria,AUT,2005,312.7488
Austria,AUT,2006,306.0763
Austria,AUT,2007,292.99695
Austria,AUT,2008,293.914
Austria,AUT,2009,271.34467
Austria,AUT,2010,289.54953
Austria,AUT,2011,275.898
Austria,AUT,2012,266.2047
Austria,AUT,2013,265.7849
Austria,AUT,2014,251.53233
Austria,AUT,2015,260.52536
Austria,AUT,2016,265.0246
Austria,AUT,2017,273.69186
Austria,AUT,2018,268.06702
Austria,AUT,2019,276.15015
Austria,AUT,2020,247.33371
Austria,AUT,2021,260.53098
Austria,AUT,2022,242.79947
Austria,AUT,2023,230.57788
Azerbaijan,AZE,1985,231.06927
Azerbaijan,AZE,1986,250.45602
Azerbaijan,AZE,1987,242.64438
Azerbaijan,AZE,1988,243.13956
Azerbaijan,AZE,1989,247.98708
Azerbaijan,AZE,1990,255.64853
Azerbaijan,AZE,1991,245.14902
Azerbaijan,AZE,1992,209.22707
Azerbaijan,AZE,1993,178.80655
Azerbaijan,AZE,1994,165.4534
Azerbaijan,AZE,1995,156.04692
Azerbaijan,AZE,1996,127.195816
Azerbaijan,AZE,1997,121.09227
Azerbaijan,AZE,1998,120.87608
Azerbaijan,AZE,1999,121.90018
Azerbaijan,AZE,2000,127.51921
Azerbaijan,AZE,2001,123.4054
Azerbaijan,AZE,2002,119.712585
Azerbaijan,AZE,2003,128.87189
Azerbaijan,AZE,2004,145.95898
Azerbaijan,AZE,2005,158.22023
Azerbaijan,AZE,2006,156.92683
Azerbaijan,AZE,2007,144.38663
Azerbaijan,AZE,2008,144.89145
Azerbaijan,AZE,2009,123.71573
Azerbaijan,AZE,2010,118.8725
Azerbaijan,AZE,2011,138.35764
Azerbaijan,AZE,2012,145.09778
Azerbaijan,AZE,2013,149.93509
Azerbaijan,AZE,2014,153.42847
Azerbaijan,AZE,2015,167.10146
Azerbaijan,AZE,2016,164.51315
Azerbaijan,AZE,2017,161.87666
Azerbaijan,AZE,2018,170.90749
Azerbaijan,AZE,2019,181.0588
Azerbaijan,AZE,2020,181.42368
Azerbaijan,AZE,2021,193.5152
Azerbaijan,AZE,2022,205.42244
Azerbaijan,AZE,2023,222.55875
Bangladesh,BGD,1971,12.889405
Bangladesh,BGD,1972,14.673129
Bangladesh,BGD,1973,18.50149
Bangladesh,BGD,1974,20.028002
Bangladesh,BGD,1975,20.041862
Bangladesh,BGD,1976,23.432259
Bangladesh,BGD,1977,24.146008
Bangladesh,BGD,1978,25.527687
Bangladesh,BGD,1979,28.059143
Bangladesh,BGD,1980,33.02646
Bangladesh,BGD,1981,34.991577
Bangladesh,BGD,1982,39.09484
Bangladesh,BGD,1983,38.232666
Bangladesh,BGD,1984,40.7901
Bangladesh,BGD,1985,46.088886
Bangladesh,BGD,1986,51.20593
Bangladesh,BGD,1987,56.455784
Bangladesh,BGD,1988,62.580406
Bangladesh,BGD,1989,66.893814
Bangladesh,BGD,1990,71.242424
Bangladesh,BGD,1991,68.77666
Bangladesh,BGD,1992,75.35679
Bangladesh,BGD,1993,83.6379
Bangladesh,BGD,1994,88.1855
Bangladesh,BGD,1995,106.00862
Bangladesh,BGD,1996,110.01724
Bangladesh,BGD,1997,115.764725
Bangladesh,BGD,1998,123.00139
Bangladesh,BGD,1999,124.522194
Bangladesh,BGD,2000,133.90604
Bangladesh,BGD,2001,152.66776
Bangladesh,BGD,2002,153.83672
Bangladesh,BGD,2003,162.74109
Bangladesh,BGD,2004,173.2035
Bangladesh,BGD,2005,187.9779
Bangladesh,BGD,2006,203.5893
Bangladesh,BGD,2007,209.4283
Bangladesh,BGD,2008,220.05402
Bangladesh,BGD,2009,244.00812
Bangladesh,BGD,2010,248.84616
Bangladesh,BGD,2011,268.7568
Bangladesh,BGD,2012,292.37677
Bangladesh,BGD,2013,303.9278
Bangladesh,BGD,2014,316.2386
Bangladesh,BGD,2015,381.8581
Bangladesh,BGD,2016,383.65576
Bangladesh,BGD,2017,399.2974
Bangladesh,BGD,2018,427.0528
Bangladesh,BGD,2019,479.28137
Bangladesh,BGD,2020,454.22052
Bangladesh,BGD,2021,488.96753
Bangladesh,BGD,2022,513.6708
Bangladesh,BGD,2023,503.36353
Belarus,BLR,1985,407.98453
Belarus,BLR,1986,465.7792
Belarus,BLR,1987,472.56018
Belarus,BLR,1988,479.34583
Belarus,BLR,1989,463.6015
Belarus,BLR,1990,465.91333
Belarus,BLR,1991,464.85297
Belarus,BLR,1992,403.1054
Belarus,BLR,1993,337.056
Belarus,BLR,1994,281.75735
Belarus,BLR,1995,250.64694
Belarus,BLR,1996,257.09088
Belarus,BLR,1997,260.03897
Belarus,BLR,1998,254.26794
Belarus,BLR,1999,247.36047
Belarus,BLR,2000,254.9192
Belarus,BLR,2001,247.82333
Belarus,BLR,2002,256.39148
Belarus,BLR,2003,254.47061
Belarus,BLR,2004,284.93546
Belarus,BLR,2005,284.00003
Belarus,BLR,2006,302.00308
Belarus,BLR,2007,294.58023
Belarus,BLR,2008,298.3142
Belarus,BLR,2009,281.95898
Belarus,BLR,2010,305.4148
Belarus,BLR,2011,299.9355
Belarus,BLR,2012,324.38
Belarus,BLR,2013,293.27744
Belarus,BLR,2014,293.96518
Belarus,BLR,2015,266.00726
Belarus,BLR,2016,271.6468
Belarus,BLR,2017,275.7205
Belarus,BLR,2018,305.29205
Belarus,BLR,2019,306.44016
Belarus,BLR,2020,282.85422
Belarus,BLR,2021,287.9397
Belarus,BLR,2022,278.9839
Belarus,BLR,2023,263.57098
Belgium,BEL,1965,412.1369
Belgium,BEL,1966,396.9578
Belgium,BEL,1967,416.6844
Belgium,BEL,1968,464.5224
Belgium,BEL,1969,510.0323
Belgium,BEL,1970,538.7019
Belgium,BEL,1971,528.9381
Belgium,BEL,1972,562.1694
Belgium,BEL,1973,569.2344
Belgium,BEL,1974,549.3082
Belgium,BEL,1975,497.96344
Belgium,BEL,1976,520.5978
Belgium,BEL,1977,515.2745
Belgium,BEL,1978,537.71906
Belgium,BEL,1979,557.2579
Belgium,BEL,1980,528.7186
Belgium,BEL,1981,499.75403
Belgium,BEL,1982,469.30164
Belgium,BEL,1983,429.50436
Belgium,BEL,1984,441.6411
Belgium,BEL,1985,445.16956
Belgium,BEL,1986,448.54868
Belgium,BEL,1987,457.85803
Belgium,BEL,1988,466.24158
Belgium,BEL,1989,476.0843
Belgium,BEL,1990,498.42084
Belgium,BEL,1991,519.6058
Belgium,BEL,1992,516.315
Belgium,BEL,1993,510.65756
Belgium,BEL,1994,546.805
Belgium,BEL,1995,552.72076
Belgium,BEL,1996,589.1822
Belgium,BEL,1997,584.93756
Belgium,BEL,1998,602.0638
Belgium,BEL,1999,588.42444
Belgium,BEL,2000,603.48157
Belgium,BEL,2001,602.8867
Belgium,BEL,2002,597.305
Belgium,BEL,2003,626.1305
Belgium,BEL,2004,629.1559
Belgium,BEL,2005,618.7869
Belgium,BEL,2006,621.7085
Belgium,BEL,2007,621.80615
Belgium,BEL,2008,639.172
Belgium,BEL,2009,571.00775
Belgium,BEL,2010,612.62366
Belgium,BEL,2011,556.8064
Belgium,BEL,2012,543.64355
Belgium,BEL,2013,552.079
Belgium,BEL,2014,523.214
Belgium,BEL,2015,545.3013
Belgium,BEL,2016,551.7019
Belgium,BEL,2017,557.65894
Belgium,BEL,2018,587.7821
Belgium,BEL,2019,568.6868
Belgium,BEL,2020,505.09613
Belgium,BEL,2021,541.509
Belgium,BEL,2022,509.4984
Belgium,BEL,2023,479.56403
Brazil,BRA,1965,198.42204
Brazil,BRA,1966,216.26239
Brazil,BRA,1967,223.26753
Brazil,BRA,1968,263.15
Brazil,BRA,1969,289.1421
Brazil,BRA,1970,330.42477
Brazil,BRA,1971,371.97632
Brazil,BRA,1972,420.52798
Brazil,BRA,1973,502.46262
Brazil,BRA,1974,557.3285
Brazil,BRA,1975,579.58704
Brazil,BRA,1976,624.27704
Brazil,BRA,1977,646.9512
Brazil,BRA,1978,712.6395
Brazil,BRA,1979,760.16327
Brazil,BRA,1980,746.7213
Brazil,BRA,1981,719.56866
Brazil,BRA,1982,739.0767
Brazil,BRA,1983,708.71155
Brazil,BRA,1984,729.1792
Brazil,BRA,1985,770.7239
Brazil,BRA,1986,827.3732
Brazil,BRA,1987,853.6635
Brazil,BRA,1988,857.70416
Brazil,BRA,1989,874.8997
Brazil,BRA,1990,862.29016
Brazil,BRA,1991,880.6884
Brazil,BRA,1992,884.5553
Brazil,BRA,1993,925.20795
Brazil,BRA,1994,980.30176
Brazil,BRA,1995,1049.9899
Brazil,BRA,1996,1121.2314
Brazil,BRA,1997,1209.2932
Brazil,BRA,1998,1248.0927
Brazil,BRA,1999,1264.0149
Brazil,BRA,2000,1339.3213
Brazil,BRA,2001,1371.3234
Brazil,BRA,2002,1367.0769
Brazil,BRA,2003,1360.1128
Brazil,BRA,2004,1433.4462
Brazil,BRA,2005,1454.0321
Brazil,BRA,2006,1487.4023
Brazil,BRA,2007,1559.1802
Brazil,BRA,2008,1648.5132
Brazil,BRA,2009,1554.6952
Brazil,BRA,2010,1749.4469
Brazil,BRA,2011,1806.3438
Brazil,BRA,2012,1935.5161
Brazil,BRA,2013,2046.477
Brazil,BRA,2014,2139.9185
Brazil,BRA,2015,2070.9087
Brazil,BRA,2016,1916.3197
Brazil,BRA,2017,1945.8115
Brazil,BRA,2018,1857.1079
Brazil,BRA,2019,1838.4407
Brazil,BRA,2020,1706.1221
Brazil,BRA,2021,1930.0145
Brazil,BRA,2022,1873.2378
Brazil,BRA,2023,1877.9167
Bulgaria,BGR,1965,114.011665
Bulgaria,BGR,1966,122.62188
Bulgaria,BGR,1967,143.3616
Bulgaria,BGR,1968,163.07874
Bulgaria,BGR,1969,180.62979
Bulgaria,BGR,1970,202.99504
Bulgaria,BGR,1971,211.58032
Bulgaria,BGR,1972,218.12337
Bulgaria,BGR,1973,225.47414
Bulgaria,BGR,1974,231.24681
Bulgaria,BGR,1975,250.81227
Bulgaria,BGR,1976,258.11252
Bulgaria,BGR,1977,268.9954
Bulgaria,BGR,1978,281.25052
Bulgaria,BGR,1979,290.9273
Bulgaria,BGR,1980,307.51938
Bulgaria,BGR,1981,294.46066
Bulgaria,BGR,1982,299.615
Bulgaria,BGR,1983,296.56033
Bulgaria,BGR,1984,293.67322
Bulgaria,BGR,1985,293.00446
Bulgaria,BGR,1986,302.50763
Bulgaria,BGR,1987,303.50546
Bulgaria,BGR,1988,301.20682
Bulgaria,BGR,1989,301.9995
Bulgaria,BGR,1990,277.9761
Bulgaria,BGR,1991,218.48157
Bulgaria,BGR,1992,208.68484
Bulgaria,BGR,1993,218.66853
Bulgaria,BGR,1994,206.19438
Bulgaria,BGR,1995,217.25267
Bulgaria,BGR,1996,212.05858
Bulgaria,BGR,1997,198.72112
Bulgaria,BGR,1998,190.23712
Bulgaria,BGR,1999,164.30557
Bulgaria,BGR,2000,158.01701
Bulgaria,BGR,2001,164.59537
Bulgaria,BGR,2002,155.02228
Bulgaria,BGR,2003,168.57735
Bulgaria,BGR,2004,162.36998
Bulgaria,BGR,2005,172.51389
Bulgaria,BGR,2006,175.43185
Bulgaria,BGR,2007,184.7735
Bulgaria,BGR,2008,179.45262
Bulgaria,BGR,2009,150.88222
Bulgaria,BGR,2010,154.66158
Bulgaria,BGR,2011,170.47174
Bulgaria,BGR,2012,156.51334
Bulgaria,BGR,2013,140.88452
Bulgaria,BGR,2014,148.92491
Bulgaria,BGR,2015,159.54132
Bulgaria,BGR,2016,151.68547
Bulgaria,BGR,2017,160.05421
Bulgaria,BGR,2018,150.32834
Bulgaria,BGR,2019,146.8835
Bulgaria,BGR,2020,130.93222
Bulgaria,BGR,2021,150.06425
Bulgaria,BGR,2022,159.68327
Bulgaria,BGR,2023,129.035
CIS (EI),,1965,6670.796
CIS (EI),,1966,7078.841
CIS (EI),,1967,7462.6885
CIS (EI),,1968,7703.6904
CIS (EI),,1969,8040.4116
CIS (EI),,1970,8429.683
CIS (EI),,1971,8854.193
CIS (EI),,1972,9321.167
CIS (EI),,1973,9807.643
CIS (EI),,1974,10323.314
CIS (EI),,1975,10852.624
CIS (EI),,1976,11237.641
CIS (EI),,1977,11694.834
CIS (EI),,1978,12155.222
CIS (EI),,1979,12478.68
CIS (EI),,1980,12697.965
CIS (EI),,1981,12938.9375
CIS (EI),,1982,13279.264
CIS (EI),,1983,13527.699
CIS (EI),,1984,13912.219
CIS (EI),,1985,11113.453
CIS (EI),,1986,11372.044
CIS (EI),,1987,11674.885
CIS (EI),,1988,11882.69
CIS (EI),,1989,11922.714
CIS (EI),,1990,11794.305
CIS (EI),,1991,11548.07
CIS (EI),,1992,10967.566
CIS (EI),,1993,10060.092
CIS (EI),,1994,9141.453
CIS (EI),,1995,8559.305
CIS (EI),,1996,8283.667
CIS (EI),,1997,7774.177
CIS (EI),,1998,7758.7876
CIS (EI),,1999,7786.7866
CIS (EI),,2000,7864.5254
CIS (EI),,2001,7996.0625
CIS (EI),,2002,7995.3633
CIS (EI),,2003,8170.134
CIS (EI),,2004,8307.691
CIS (EI),,2005,8323.985
CIS (EI),,2006,8671.771
CIS (EI),,2007,8766.184
CIS (EI),,2008,8839.531
CIS (EI),,2009,8385.725
